event_type,event_stage,p,target_rel,channels,subject,summary,assessment,image,icon,tags,sound_id,implementation notes
tutorial_mission,salvage_core_start,,,player_intel_always,Спасение заброшенного ядра ИИ,"Для анализа данных о точках перехода требуется ядро ИИ.

За пределами орбиты Pontus находится обзорный зонд эпохи Домена. Если его спасти, он, вероятно, даст ядро гамма-ИИ, которого должно быть достаточно для выполнения задачи.","Отправляйтесь к Pontus, следуйте к поясу астероидов, а затем используйте активный сенсорный всплеск, чтобы найти зонд.

Подойдите и спасите его, или разнесите на металлолом и разгребите образовавшееся поле обломков.

Вполне вероятно, что сначала вам придется преодолеть некоторые автоматические средства защиты.",,,"no_system_prefix, important",,
tutorial_mission,salvage_core_end,,,player_intel_always,Return to Ancyra with the AI core,"Вернитесь в Ancyra и свяжитесь с $mainContactPost $mainContactLastName, чтобы доставить ядро ИИ.",,,,"no_system_prefix, important",,
tutorial_mission,ship_recovery_start,,,player_intel_always,Recover derelict ships around Tetra,"Отправляйтесь на кладбище кораблей вокруг Tetra и восстановите как можно больше кораблей.

Приведите дополнительный экипаж для укомплектования восстановленных кораблей и дополнительные припасы, чтобы помочь восстановить их боеготовность.",,,,"no_system_prefix, important",,
tutorial_mission,ship_recovery_end,,,player_intel_always,Возвращение в Ancyra и снаряжение восстановленных кораблей,Вернитесь в $mainContactPost $mainContactLastName в Ancyra за помощью в оснащении найденных кораблей оружием.,,,,"no_system_prefix, important",,
tutorial_mission,stabilize_jump_point,,,player_intel_always,Стабилизация точки перехода внутри системы,"Используйте гиперволновую последовательность, создаваемую ядром ИИ, для стабилизации точки перехода внутри системы.

Вам придется сначала победить пиратов, охраняющих его.",,,,"no_system_prefix, important",,
tutorial_mission,stabilize_jump_point_done,,,player_intel_always,Вернитесь в Ancyra и сообщите о своем успехе,"Связь Galatii с гиперпространством восстановлена, и торговые флоты снова могут входить и выходить из системы.

Руководство Derinkuyu, несомненно, скоро будет свергнуто рядовыми шахтерами, стремящимися снова встать на правильную сторону закона.",,,,"no_system_prefix, important",,
tutorial_mission,deliver_message,,,player_intel_always,Доставка отчета в Jangala в системе Corvus,"$MainContactRank $mainContactLastName поручил вам представить отчет с подробным описанием последних событий $jangalaContactPost $jangalaContactLastName в Jangala.

Убедитесь, что у вас достаточно топлива, чтобы совершить перелет успешно.",,,,"no_system_prefix, important",,
tutorial_mission,end,,,player_intel_always,Отчет доставлен,"Вы предоставили отчет, и ваше положение с Гегемонией значительно возросло.",,,,"no_system_prefix, important",,
,,,,,,,,,,,,
# faction commission,,,,,,,,,,,,
faction_commission,posting,,,posting,"Требуется для большинства покупок на военном рынке, и выплачивает небольшую награду врагам фракции, которые станут враждебными к держателю комиссии.","Вознаграждение начинается с $baseBounty кредитов для вражеского фрегата и поднимается для более крупных кораблей.

Аннулируется, если репутация комиссионного держателя с $theFaction упадет ниже нейтральной.",,,,important,,
faction_commission,accept,,,secure_comm,$Faction комиссия принята,"Требуется для большинства покупок на военном рынке, и выплачивает небольшую награду врагам фракции, которые станут враждебными к держателю комиссии.","Вознаграждение начинается с $baseBounty кредитов для вражеского фрегата и поднимается для более крупных кораблей.

Аннулируется, если репутация комиссионного держателя с $theFaction упадет ниже нейтральной.
",,,important,,
faction_commission,become_hostile,,,secure_comm,$otherFaction is now hostile,"В связи с тем, что вы принимаете комиссию с $theFaction, $theOtherFactionLong теперь враждебно относится к вам.",,,,"important, nomap",,
faction_commission,bounty_payment,,,secure_comm,Оплата с $theFaction: $bountyCredits кредитов,"Сообщение имеет зашифрованное вложение, которое содержит выплату $bountyCredits кредитов за борьбу с врагами $theFaction.

Он ссылается на данные журнала полетов из вашей недавней битвы против $enemyDesc.",Получено $bountyCredits кредитов.,,graphics/icons/intel/gain_credits.png,nomap,,
faction_commission,annul,,,secure_comm,Комиссия с $theFaction аннулирована,Сообщение является официальным коммюнике от $theFaction которое аннулирует вашу комиссию из-за отсутствия хорошей репутации.,"Может принять другую комиссию, когда положение улучшится.",,,"important, nomap",,
faction_commission,rep_drop_hostile,,,secure_comm,Уведомление $Faction: враждебность с $theOtherFaction,"Послание представляет собой официальное коммюнике от $theFaction, ставящее под сомнение ваши предполагаемые военные действия с $theOtherFaction и напоминающее вам, в строгих выражениях, что $theOtherFaction $otherFactionIsOrAre не являются врагом $theFaction.",Ваши действия могут привести к открытой враждебности между $theFaction и $theOtherFaction.,,,nomap,,
,,,,,,,,,,,,
# faction hostility,,,,,,,,,,,,
faction_hostility,warning,,,secure_comm,Надвигающиеся боевые действия между $theOneFaction и $theTwoFaction,"Вы получаете предупреждение от $theCommissionFaction о том, что общее состояние холодной войны с $theOtherFaction почти наверняка уступит место открытым боевым действиям максимум в течение нескольких недель.","$TheOtherFaction станет враждебно относиться к вам, когда вы проведете $commissionFaction комиссию.

Ваше положение с $theOtherFaction будет в основном восстановлено после завершения военных действий.",,graphics/icons/intel/faction_conflict.png,important,,
faction_hostility,start,,,news,Открытые боевые действия между $theOneFaction и $theTwoFaction,"Общее состояние холодной войны между $theOneFaction и $theTwoFaction уступило место открытым боевым действиям.

Однако крупных действий флота или нападений на населенные пункты не ожидается, и большинство экспертов прогнозируют, что какое-то мирное соглашение будет заключено в ближайшее время.",,,graphics/icons/intel/faction_conflict.png,important,,
faction_hostility,end,,,news,Перемирие между $theOneFaction и $theTwoFaction,"По тайным каналам было передано, что открытые боевые действия между $theOneFaction и $theTwoFaction прекратились, и нормальная торговля возобновилась.",Открытые боевые действия закончились.,,graphics/icons/intel/faction_peace.png,important,,
,,,,,,,,,,,,
# civil disorder,,,,,,,,,,,,
civil_disorder,possible1,,,player_intel,Возможные гражданские беспорядки на $onOrAt $market, Есть признаки того что гражданские беспорядки скорее всего произойдут на $onOrAt $market в течение нескольких недель.,Снижение производства $onOrAt $market.,,,,,
civil_disorder,possible2,,,news,Возможные гражданские беспорядки на $onOrAt $market, Видный интеллектуал $onOrAt $market опубликовал заявление с критикой $rulingfaction и вскоре после этого был арестован. Официальные лица $rulingfaction не дали никаких комментариев.,Усиление признаков гражданских беспорядков на $onOrAt $market.,,,,,
civil_disorder,possible3,,,news,Возможные гражданские беспорядки на $onOrAt $market, Прошла акция протеста у здания местной администрации $rulingFaction $onOrAt $market. Толпа была разогнана властями в результате чего несколько человек погибли.,Усиление признаков гражданских беспорядков на $onOrAt $market.,,,,,various factions may comment on this event
civil_disorder,possible3,,HOSTILE,"tritachyon_public,
hegemony_public",Возможные гражданские беспорядки на $onOrAt $market, $faction опубликовали заявление осуждающее $rulingFaction за излишне жесткое подавление протестов на $onOrAt $market.,Усиление признаков гражданских беспорядков на $onOrAt $market.,,,,,possible reaction to the above event
civil_disorder,possible3,,FRIENDLY,"tritachyon_public,
hegemony_public",Возможные гражданские беспорядки на $onOrAt $market,$faction опубликовало заявление осуждающее протесты проходящие на $onOrAt $market призывая их лидеров сдаться властям $rulingFaction.,Усиление признаков гражданских беспорядков на $onOrAt $market.,,,,,possible reaction to the above event
civil_disorder,possible4,,,news,Возможные гражданские беспорядки на $onOrAt $market,"Местные $rulingfaction власти $onOrAt $market объявили, что несколько видных антиправительственных агитаторов были арестованы.",Усиление признаков гражданских беспорядков на $onOrAt $market.,,,,,
civil_disorder,likely,,,player_intel,Вероятно гражданские беспорядки на $onOrAt $market,Есть признаки того что гражданские беспорядки почти наверняка произойдут на $onOrAt $market в течение нескольких недель.,Снижение производства на $onOrAt $market.,,,,,
civil_disorder,start1,,,news,Гражданские беспорядки на $onOrAt $market,На $onOrAt $market вспыхнула всеобщая забастовка. Официальные лица $rulingfaction опубликовали заявление осуждающее действия нескольких антиправительственных главарей.,Снижение производства на $onOrAt $market.,,,,,
civil_disorder,start2,,,news,Гражданские беспорядки на $onOrAt $market,"Произошла серия взрывов направленных против $rulingparty объектов $onOrAt $market. Было сделано официальное заявление в котором содержалось обещание, что виновные будут привлечены к ответственности.",Снижение производства на $onOrAt $market.,,,,,
civil_disorder,start3,,,news,Гражданские беспорядки на $onOrAt $market,Акты саботажа привели к остановке крупных производственных центров $onOrAt $market.,Снижение производства на $onOrAt $market.,,,,,
civil_disorder,ending1,,,news,,Объявлено военное положение $onOrAt $market для подавления гражданских беспорядков.,Производство вероятно скоро вернется к нормальному уровню.,,,,,
civil_disorder,ending2,,,news,,$rulingfaction чиновники $onOrAt $market объявили о рейдах на несколько конспиративных квартир оппозиции. В результате перестрелка привела к десяткам жертв.,Производство вероятно скоро вернется к нормальному уровню.,,,,,
civil_disorder,ending3,,,news,,Marines have been deployed to major population centers $onOrAt $market to quell the civil disorder.,Производство вероятно скоро вернется к нормальному уровню.,,,,,
civil_disorder,ending4,,,news,,Talks have opened between $rulingFaction and opposition leaders $onOrAt $market.,Производство вероятно скоро вернется к нормальному уровню.,,,,,
civil_disorder,end1,,,news,,Военное положение было отменено поскольку в $market возвращается мир.,Производство вернулось к нормальному уровню.,,,,,
civil_disorder,end2,,,news,,Войска были выведены из крупных населенных пунктов поскольку в $market возвращается мир.,Производство вернулось к нормальному уровню.,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
sindria_terrorists,likely,,,sindrian_diktat_internal,Возможные террористические нападения на Синдрию,"Разведданные указывают на то, что террористы получили тайник с незаконным оружием и намерены использовать его против правительственных целей.",Вероятно производство на Sindria сократилось.,,,,,precursor to terrorist attacks
sindria_terrorists,start1,,,news,Террористические атаки на Sindria,"Общественный памятник, посвященный военным победам Льва, был разрушен в результате полуночной бомбардировки, которая была быстро осуждена официальными лицами Diktat. В крупных городах-ульях был введен временный комендантский час, а патрули безопасности были усилены.",Снижение производства на Sindria.,,,,,start option 1
sindria_terrorists,start2,,,news,Террористические атаки на Sindria,Несколько бомб были найдены и обезврежены в ключевых промышленных центрах Sindria. Объекты по всей планете были закрыты и проверены на наличие установленных бомб. Представитель Diktat объявил о создании специальной рабочей группы для поиска преступников.,Снижение производства на Sindria.,,,,,start option 2
sindria_terrorists,start3,,,news,Террористические атаки на Sindria,"В Sindria произошла серия взрывов, направленных против административных учреждений Diktat. В заявлении, опубликованном должностными лицами Diktat, было обещано, что террористы будут быстро привлечены к ответственности.",Снижение производства на Sindria.,,,,,start option 3
sindria_terrorists,continued1,,,news,Террористические атаки на Sindria,"Несколько взрывов потрясли верхние уровни крупных городов-ульев; Лидеры террористов опубликовали заявление, в котором говорится, что взрывы будут продолжаться до тех пор, пока некоторые политические заключенные, содержащиеся на Cruor, не будут освобождены властями Diktat.",Снижение производства на Sindria.,,,,,"может пройти через ноль или более этапов ""продолжения"" события, прежде чем достичь одного из заключительных этапов."
sindria_terrorists,continued2,,,news,Террористические атаки на Sindria,"Сегодня боевики-террористы штурмовали военный вербовочный центр Diktat. Все они были убиты в перестрелке, которая бушевала в течение нескольких часов, что привело к десяткам жертв среди гражданского населения. Официальные лица Diktat осудили этот трусливый акт.",Снижение производства на Sindria.,,,,,""""
sindria_terrorists,concluding1,,,news,Прекращение террористических нападений на Sindria,"Террористическая конспиративная квартира была взята штурмом силами безопасности, но она была заброшенной. Сотрудники разведки Diktat утверждают, что они нашли доказательства, которые помогут выследить террористов.",Производство в Sindria скоро вернется к нормальному уровню.,,,,,
sindria_terrorists,concluding2,,,news,Прекращение террористических нападений на Sindria,"Приспешник террориста был схвачен и допрошен разведкой Diktat. Чиновники заявляют, что охота на лидеров террористов близится к концу.",Производство на Sindria скоро вернется к нормальному уровню.,,,,,
sindria_terrorists,end1,,,news,Террористические атаки на Sindria прекратились.,"Несколько конспиративных квартир террористов подверглись нападению со стороны сил безопасности Diktat в ходе внезапной утренней операции. По словам официальных лиц, неправильно хранящиеся боеприпасы взорвались, в результате чего никто не выжил.",Уровень производства на Sindria нормализуются.,,,,,
sindria_terrorists,end2,,,news,Террористические атаки на Sindria прекратились.,"Силы безопасности Diktat захватили лидеров террористов, пытавшихся бежать из Sindria. Официальные лица заявили, что после того, как они будут допрошены разведкой Diktat, состоится быстрый суд и публичная казнь.",Уровень производства на Sindria нормализуется.,,,,,"Как в кардассианском романе, все арестованные в Sindria виновны - остается только вопрос: в чем?"
